,Unnamed: 0,activity,timestamp,user-id,x-axis,y-axis,z-axis,Datetime
225062,225062,Walking,13059342298000,36,-2.87,10.46,0.23154591,1970-01-01 03:37:39.342298
225063,225063,Walking,13059392255000,36,-1.76,10.04,-0.53119355,1970-01-01 03:37:39.392255
225064,225064,Walking,13059442243000,36,-1.8,10.12,-1.0351465,1970-01-01 03:37:39.442243
225065,225065,Walking,13059492261000,36,-1.73,10.19,-0.42223078,1970-01-01 03:37:39.492261
225066,225066,Walking,13059542249000,36,-2.07,9.81,-1.0351465,1970-01-01 03:37:39.542249
225067,225067,Walking,13059592267000,36,-2.03,9.38,-1.2666923,1970-01-01 03:37:39.592267
225068,225068,Walking,13059642255000,36,-1.76,9.38,-1.3075534,1970-01-01 03:37:39.642255
225069,225069,Walking,13059692273000,36,-1.61,8.85,-1.2258313,1970-01-01 03:37:39.692273
225070,225070,Walking,13059742261000,36,-1.69,9.43,-0.95342433,1970-01-01 03:37:39.742261
225071,225071,Walking,13059792279000,36,-1.57,9.15,-0.7627395,1970-01-01 03:37:39.792279
225072,225072,Walking,13059842237000,36,-1.23,9.43,-0.95342433,1970-01-01 03:37:39.842237
225073,225073,Walking,13059892286000,36,-2.3,10.27,-0.53119355,1970-01-01 03:37:39.892286
225074,225074,Walking,13059942243000,36,-2.26,10.53,-0.27240697,1970-01-01 03:37:39.942243
225075,225075,Walking,13059992231000,36,-2.07,11.45,-0.3405087,1970-01-01 03:37:39.992231
225076,225076,Walking,13060042249000,36,-2.26,10.57,-2.6832085,1970-01-01 03:37:40.042249
225077,225077,Walking,13060092298000,36,1.5,13.25,-1.56634,1970-01-01 03:37:40.092298
225078,225078,Walking,13060142255000,36,-1.53,12.11,-2.4516625,1970-01-01 03:37:40.142255
225079,225079,Walking,13060192273000,36,-1.88,12.91,-0.6537767,1970-01-01 03:37:40.192273
225080,225080,Walking,13060242231000,36,-1.38,10.53,-0.14982383,1970-01-01 03:37:40.242231
225081,225081,Walking,13060292279000,36,-2.37,7.7,-0.040861044,1970-01-01 03:37:40.292279
225082,225082,Walking,13060342237000,36,-1.69,8.2,0.53119355,1970-01-01 03:37:40.342237
225083,225083,Walking,13060392286000,36,0.08,5.98,0.6537767,1970-01-01 03:37:40.392286
225084,225084,Walking,13060442243000,36,-0.38,5.52,1.4573771999999998,1970-01-01 03:37:40.442243
225085,225085,Walking,13060492261000,36,-1.57,5.67,2.7649305,1970-01-01 03:37:40.492261
225086,225086,Walking,13060542249000,36,-6.55,9.11,5.938472,1970-01-01 03:37:40.542249
225087,225087,Walking,13060592267000,36,-4.52,10.53,7.436710000000001,1970-01-01 03:37:40.592267
225088,225088,Walking,13060642286000,36,-1.99,13.29,6.3198414000000005,1970-01-01 03:37:40.642286
225089,225089,Walking,13060692273000,36,2.64,8.89,2.070293,1970-01-01 03:37:40.692273
225090,225090,Walking,13060742261000,36,-1.8,10.31,-3.5685309999999997,1970-01-01 03:37:40.742261
225091,225091,Walking,13060792279000,36,-2.34,11.37,0.8036005,1970-01-01 03:37:40.792279
225092,225092,Walking,13060842267000,36,0.65,6.21,-0.88532263,1970-01-01 03:37:40.842267
225093,225093,Walking,13060892286000,36,-3.06,10.12,-0.46309182,1970-01-01 03:37:40.892286
225094,225094,Walking,13060942243000,36,-3.02,7.31,-0.9942854,1970-01-01 03:37:40.942243
225095,225095,Walking,13060992261000,36,-2.75,8.69,0.040861044,1970-01-01 03:37:40.992261
225096,225096,Walking,13061042218000,36,-1.18,9.23,-0.19068487,1970-01-01 03:37:41.042218
225097,225097,Walking,13061092267000,36,-1.46,10.61,-0.23154591,1970-01-01 03:37:41.092267
225098,225098,Walking,13061142224000,36,-4.52,11.11,-0.7627395,1970-01-01 03:37:41.142224
225099,225099,Walking,13061192273000,36,-3.57,12.49,0.38136974,1970-01-01 03:37:41.192273
225100,225100,Walking,13061242231000,36,-0.99,11.45,-3.0645783,1970-01-01 03:37:41.242231
225101,225101,Walking,13061292310000,36,1.18,14.94,-3.7183550000000003,1970-01-01 03:37:41.292310
225102,225102,Walking,13061342237000,36,1.27,13.82,-1.2258313,1970-01-01 03:37:41.342237
225103,225103,Walking,13061392255000,36,-0.15,11.14,-2.1111538,1970-01-01 03:37:41.392255
225104,225104,Walking,13061442304000,36,-1.38,8.05,-0.84446156,1970-01-01 03:37:41.442304
225105,225105,Walking,13061492261000,36,-1.99,5.94,0.14982383,1970-01-01 03:37:41.492261
225106,225106,Walking,13061542249000,36,-0.08,4.94,0.88532263,1970-01-01 03:37:41.542249
225107,225107,Walking,13061592267000,36,-0.27,4.14,2.2609777,1970-01-01 03:37:41.592267
225108,225108,Walking,13061642286000,36,-3.26,6.44,4.1814466,1970-01-01 03:37:41.642286
225109,225109,Walking,13061692273000,36,-5.75,13.02,7.2732660000000005,1970-01-01 03:37:41.692273
225110,225110,Walking,13061742231000,36,-2.37,10.65,8.008764,1970-01-01 03:37:41.742231
225111,225111,Walking,13061792279000,36,-0.46,15.94,0.7218784,1970-01-01 03:37:41.792279
225112,225112,Walking,13061842237000,36,1.8,6.13,-1.1168685,1970-01-01 03:37:41.842237
225113,225113,Walking,13061892286000,36,-4.75,10.84,-3.0645783,1970-01-01 03:37:41.892286
225114,225114,Walking,13061942273000,36,-1.46,8.39,0.88532263,1970-01-01 03:37:41.942273
225115,225115,Walking,13061992231000,36,1.33,7.78,-0.46309182,1970-01-01 03:37:41.992231
225116,225116,Walking,13062042279000,36,-3.72,8.47,-0.7218784,1970-01-01 03:37:42.042279
225117,225117,Walking,13062042279000,36,-3.72,8.47,-0.7218784,1970-01-01 03:37:42.042279
225118,225118,Walking,13062102460000,36,-1.88,7.63,-0.08172209,1970-01-01 03:37:42.102460
225119,225119,Walking,13062152997000,36,-1.12,9.3,-0.10896278,1970-01-01 03:37:42.152997
225120,225120,Walking,13062202649000,36,-2.37,10.95,-0.8036005,1970-01-01 03:37:42.202649
225121,225121,Walking,13062262311000,36,-4.06,12.3,-0.7627395,1970-01-01 03:37:42.262311
225122,225122,Walking,13062312329000,36,-3.41,14.52,-0.7218784,1970-01-01 03:37:42.312329
225123,225123,Walking,13062362317000,36,0.34,12.22,-3.7864565999999997,1970-01-01 03:37:42.362317
225124,225124,Walking,13062412275000,36,0.76,15.32,-2.6014863999999998,1970-01-01 03:37:42.412275
225125,225125,Walking,13062462262000,36,-0.04,13.53,-1.1849703,1970-01-01 03:37:42.462262
225126,225126,Walking,13062512281000,36,-0.53,9.72,-2.1792557,1970-01-01 03:37:42.512281
225127,225127,Walking,13062562268000,36,0.11,5.52,-1.6480621,1970-01-01 03:37:42.562268
225128,225128,Walking,13062612317000,36,0.38,4.06,0.46309182,1970-01-01 03:37:42.612317
225129,225129,Walking,13062662275000,36,0.04,3.26,0.14982383,1970-01-01 03:37:42.662275
225130,225130,Walking,13062712262000,36,-3.34,5.83,4.862464,1970-01-01 03:37:42.712262
225131,225131,Walking,13062762281000,36,-6.05,13.14,7.6682559999999995,1970-01-01 03:37:42.762281
225132,225132,Walking,13062812238000,36,-0.91,11.14,11.073342,1970-01-01 03:37:42.812238
225133,225133,Walking,13062862287000,36,-0.5,16.13,-0.9125633,1970-01-01 03:37:42.862287
225134,225134,Walking,13062912244000,36,-0.27,7.7,-1.1849703,1970-01-01 03:37:42.912244
225135,225135,Walking,13062962262000,36,-3.45,9.28,-2.1383946,1970-01-01 03:37:42.962262
225136,225136,Walking,13063012250000,36,-2.03,9.04,-0.53119355,1970-01-01 03:37:43.012250
225137,225137,Walking,13063062268000,36,2.03,6.89,-0.5720546,1970-01-01 03:37:43.062268
225138,225138,Walking,13063112287000,36,-2.18,7.5,-1.3756552,1970-01-01 03:37:43.112287
225139,225139,Walking,13063162305000,36,-1.8,7.21,-0.0,1970-01-01 03:37:43.162305
225140,225140,Walking,13063212232000,36,-1.57,9.96,0.08172209,1970-01-01 03:37:43.212232
225141,225141,Walking,13063262281000,36,-3.21,12.07,-0.14982383,1970-01-01 03:37:43.262281
225142,225142,Walking,13063312299000,36,-5.09,12.22,-0.7627395,1970-01-01 03:37:43.312299
225143,225143,Walking,13063362287000,36,-2.68,14.98,-3.173541,1970-01-01 03:37:43.362287
225144,225144,Walking,13063412244000,36,1.99,12.79,-3.2961242,1970-01-01 03:37:43.412244
225145,225145,Walking,13063462262000,36,0.84,14.82,-2.2609777,1970-01-01 03:37:43.462262
225146,225146,Walking,13063512220000,36,0.69,13.21,-2.2609777,1970-01-01 03:37:43.512220
225147,225147,Walking,13063562299000,36,-1.08,9.15,-1.2258313,1970-01-01 03:37:43.562299
225148,225148,Walking,13063612256000,36,-0.95,4.9,-0.7627395,1970-01-01 03:37:43.612256
225149,225149,Walking,13063662275000,36,-0.11,4.67,0.19068487,1970-01-01 03:37:43.662275
225150,225150,Walking,13063712232000,36,0.61,3.49,0.08172209,1970-01-01 03:37:43.712232
225151,225151,Walking,13063762281000,36,-1.84,5.48,5.1348709999999995,1970-01-01 03:37:43.762281
225152,225152,Walking,13063812268000,36,-5.6,14.06,7.3958488,1970-01-01 03:37:43.812268
225153,225153,Walking,13063862287000,36,-1.08,12.03,8.308413,1970-01-01 03:37:43.862287
225154,225154,Walking,13063912244000,36,1.73,14.56,2.9147543999999996,1970-01-01 03:37:43.912244
225155,225155,Walking,13063962262000,36,-0.76,5.94,-5.325556,1970-01-01 03:37:43.962262
225156,225156,Walking,13064012281000,36,-5.6,12.83,-0.0,1970-01-01 03:37:44.012281
225157,225157,Walking,13064062268000,36,0.04,6.66,-0.9942854,1970-01-01 03:37:44.062268
225158,225158,Walking,13064112287000,36,1.65,7.89,-0.6537767,1970-01-01 03:37:44.112287
225159,225159,Walking,13064162275000,36,-2.3,7.93,-2.3426998,1970-01-01 03:37:44.162275
225160,225160,Walking,13064212232000,36,-1.92,8.24,-0.040861044,1970-01-01 03:37:44.212232
225161,225161,Walking,13064262281000,36,-1.42,9.96,-0.14982383,1970-01-01 03:37:44.262281
225162,225162,Walking,13064312268000,36,-3.72,11.5,0.14982383,1970-01-01 03:37:44.312268
225163,225163,Walking,13064362287000,36,-4.59,12.18,-0.5720546,1970-01-01 03:37:44.362287
225164,225164,Walking,13064412275000,36,-2.79,14.25,-3.2961242,1970-01-01 03:37:44.412275
225165,225165,Walking,13064462293000,36,3.15,13.02,-3.1054392,1970-01-01 03:37:44.462293
225166,225166,Walking,13064512281000,36,1.46,14.94,-2.2201166000000003,1970-01-01 03:37:44.512281
225167,225167,Walking,13064562268000,36,-2.22,12.49,-2.1111538,1970-01-01 03:37:44.562268
225168,225168,Walking,13064612287000,36,-1.42,9.53,-1.607201,1970-01-01 03:37:44.612287
225169,225169,Walking,13064662336000,36,-0.11,6.17,-0.8036005,1970-01-01 03:37:44.662336
225170,225170,Walking,13064712262000,36,0.34,4.71,0.10896278,1970-01-01 03:37:44.712262
225171,225171,Walking,13064762342000,36,1.04,3.49,0.53119355,1970-01-01 03:37:44.762342
225172,225172,Walking,13064812268000,36,-1.99,5.05,3.2552630000000002,1970-01-01 03:37:44.812268
225173,225173,Walking,13064862287000,36,-6.66,14.29,7.082580999999999,1970-01-01 03:37:44.862287
225174,225174,Walking,13064912275000,36,-3.87,10.04,9.765789,1970-01-01 03:37:44.912275
225175,225175,Walking,13064962598000,36,-1.5,18.39,-0.6946376999999999,1970-01-01 03:37:44.962598
225176,225176,Walking,13065012281000,36,2.37,5.01,-0.5720546,1970-01-01 03:37:45.012281
225177,225177,Walking,13065062268000,36,-5.24,10.76,-3.173541,1970-01-01 03:37:45.062268
225178,225178,Walking,13065112256000,36,-1.46,8.2,0.53119355,1970-01-01 03:37:45.112256
225179,225179,Walking,13065162275000,36,2.6,6.97,-0.040861044,1970-01-01 03:37:45.162275
225180,225180,Walking,13065212262000,36,-3.53,8.85,-1.8796080000000002,1970-01-01 03:37:45.212262
225181,225181,Walking,13065262983000,36,-1.23,7.06,-0.23154591,1970-01-01 03:37:45.262983
225182,225182,Walking,13065322278000,36,-1.53,11.3,0.23154591,1970-01-01 03:37:45.322278
225183,225183,Walking,13065372235000,36,-2.53,11.65,-0.6946376999999999,1970-01-01 03:37:45.372235
225184,225184,Walking,13065422315000,36,-3.83,12.34,-0.50395286,1970-01-01 03:37:45.422315
225185,225185,Walking,13065472242000,36,-2.96,13.25,-3.173541,1970-01-01 03:37:45.472242
225186,225186,Walking,13065532331000,36,2.83,13.25,-3.173541,1970-01-01 03:37:45.532331
225187,225187,Walking,13065582654000,36,0.65,14.41,-1.1441092,1970-01-01 03:37:45.582654
225188,225188,Walking,13065632367000,36,-0.89,11.8,-2.6014863999999998,1970-01-01 03:37:45.632367
225189,225189,Walking,13065682264000,36,-1.18,7.21,-1.334794,1970-01-01 03:37:45.682264
225190,225190,Walking,13065732282000,36,-0.5,4.44,0.08172209,1970-01-01 03:37:45.732282
225191,225191,Walking,13065782300000,36,0.15,4.25,-0.27240697,1970-01-01 03:37:45.782300
225192,225192,Walking,13065832288000,36,0.5,3.45,0.61291564,1970-01-01 03:37:45.832288
225193,225193,Walking,13065882306000,36,-4.71,10.53,6.851035,1970-01-01 03:37:45.882306
225194,225194,Walking,13065932233000,36,-3.02,13.06,10.337844,1970-01-01 03:37:45.932233
225195,225195,Walking,13065982312000,36,-4.67,16.28,1.4982381999999999,1970-01-01 03:37:45.982312
225196,225196,Walking,13066032270000,36,3.38,9.38,3.4868089999999996,1970-01-01 03:37:46.032270
225197,225197,Walking,13066082318000,36,-1.92,6.97,-5.7886477,1970-01-01 03:37:46.082318
225198,225198,Walking,13066132276000,36,-4.33,12.76,1.0760075,1970-01-01 03:37:46.132276
225199,225199,Walking,13066182294000,36,2.15,6.05,-1.4165162,1970-01-01 03:37:46.182294
225200,225200,Walking,13066232282000,36,-1.5,8.24,-0.61291564,1970-01-01 03:37:46.232282
225201,225201,Walking,13066282270000,36,-2.53,7.74,-1.4165162,1970-01-01 03:37:46.282270
225202,225202,Walking,13066332227000,36,-1.27,9.04,-0.10896278,1970-01-01 03:37:46.332227
