,Unnamed: 0,activity,timestamp,user-id,x-axis,y-axis,z-axis,Datetime
1098203,0,Standing,1578568648,42,0.190048,-0.078262,-0.986176,1970-01-01 00:00:01.578568648
1098204,1,Standing,1578568648,42,0.14036600000000002,-0.068359,-0.998215,1970-01-01 00:00:01.578568648
1098205,2,Standing,1578568648,42,0.003952000000000001,-0.032806,-0.969467,1970-01-01 00:00:01.578568648
1098206,3,Standing,1578568648,42,-0.010345,0.084564,-0.947189,1970-01-01 00:00:01.578568648
1098207,4,Standing,1578568648,42,0.116348,-0.30398600000000003,-1.06752,1970-01-01 00:00:01.578568648
1098208,5,Standing,1578568649,42,-0.000671,-0.137405,-1.044846,1970-01-01 00:00:01.578568649
1098209,6,Standing,1578568649,42,0.06304900000000001,-0.173904,-0.7358399999999999,1970-01-01 00:00:01.578568649
1098210,7,Standing,1578568649,42,0.21077,-0.360046,-0.8243870000000001,1970-01-01 00:00:01.578568649
1098211,8,Standing,1578568649,42,0.191986,-0.28598,-0.646591,1970-01-01 00:00:01.578568649
1098212,9,Standing,1578568649,42,0.5614779999999999,0.138397,-0.424805,1970-01-01 00:00:01.578568649
1098213,10,Standing,1578568649,42,0.997681,0.281937,-0.559769,1970-01-01 00:00:01.578568649
1098214,11,Standing,1578568649,42,1.194824,0.484772,-0.537949,1970-01-01 00:00:01.578568649
1098215,12,Standing,1578568649,42,1.128098,0.463547,-0.031113,1970-01-01 00:00:01.578568649
1098216,13,Standing,1578568649,42,1.042465,0.415253,0.481384,1970-01-01 00:00:01.578568649
1098217,14,Standing,1578568649,42,0.602737,0.7160340000000001,0.02887,1970-01-01 00:00:01.578568649
1098218,15,Standing,1578568650,42,0.735657,0.777939,-0.113083,1970-01-01 00:00:01.578568650
1098219,16,Standing,1578568650,42,0.772568,0.719696,-0.002777,1970-01-01 00:00:01.578568650
1098220,17,Standing,1578568650,42,0.7591859999999999,0.648758,0.07547000000000001,1970-01-01 00:00:01.578568650
1098221,18,Standing,1578568650,42,0.76149,0.639984,0.089279,1970-01-01 00:00:01.578568650
1098222,19,Standing,1578568650,42,0.767105,0.68103,0.05011,1970-01-01 00:00:01.578568650
1098223,20,Standing,1578568650,42,0.7425229999999999,0.668137,0.068253,1970-01-01 00:00:01.578568650
1098224,21,Standing,1578568650,42,0.7377319999999999,0.662216,0.008681999999999999,1970-01-01 00:00:01.578568650
1098225,22,Standing,1578568650,42,0.716766,0.648071,0.043274,1970-01-01 00:00:01.578568650
1098226,23,Standing,1578568650,42,0.792175,0.633102,-0.003052,1970-01-01 00:00:01.578568650
1098227,24,Standing,1578568650,42,0.763641,0.6253810000000001,-0.002457,1970-01-01 00:00:01.578568650
1098228,25,Standing,1578568651,42,0.796555,0.638718,0.029755,1970-01-01 00:00:01.578568651
1098229,26,Standing,1578568651,42,0.743683,0.602646,0.049454000000000005,1970-01-01 00:00:01.578568651
1098230,27,Standing,1578568651,42,0.800293,0.688583,-0.040024,1970-01-01 00:00:01.578568651
1098231,28,Standing,1578568651,42,0.7173609999999999,0.681122,-0.001404,1970-01-01 00:00:01.578568651
1098232,29,Standing,1578568651,42,0.785049,0.6675260000000001,-0.005065999999999999,1970-01-01 00:00:01.578568651
1098233,30,Standing,1578568651,42,0.773285,0.605362,0.022079,1970-01-01 00:00:01.578568651
1098234,31,Standing,1578568651,42,0.7836609999999999,0.611191,-0.041092,1970-01-01 00:00:01.578568651
1098235,32,Standing,1578568651,42,0.767273,0.628433,0.017914,1970-01-01 00:00:01.578568651
1098236,33,Standing,1578568651,42,0.7775880000000001,0.649384,-0.017516999999999998,1970-01-01 00:00:01.578568651
1098237,34,Standing,1578568651,42,0.766464,0.6089939999999999,0.090927,1970-01-01 00:00:01.578568651
1098238,35,Standing,1578568652,42,0.787323,0.6152340000000001,0.053284000000000005,1970-01-01 00:00:01.578568652
1098239,36,Standing,1578568652,42,0.785629,0.6678310000000001,0.052719000000000016,1970-01-01 00:00:01.578568652
1098240,37,Standing,1578568652,42,0.743713,0.5894010000000001,0.012711,1970-01-01 00:00:01.578568652
1098241,38,Standing,1578568652,42,0.757202,0.6468659999999999,0.089874,1970-01-01 00:00:01.578568652
1098242,39,Standing,1578568652,42,0.815247,0.597809,0.022278,1970-01-01 00:00:01.578568652
1098243,40,Standing,1578568652,42,0.759888,0.583679,0.032379000000000005,1970-01-01 00:00:01.578568652
1098244,41,Standing,1578568652,42,0.839996,0.6522060000000001,0.076019,1970-01-01 00:00:01.578568652
1098245,42,Standing,1578568652,42,0.787048,0.593201,-0.006606999999999999,1970-01-01 00:00:01.578568652
1098246,43,Standing,1578568652,42,0.755264,0.679581,0.028748000000000006,1970-01-01 00:00:01.578568652
1098247,44,Standing,1578568652,42,0.793762,0.603485,0.06686399999999999,1970-01-01 00:00:01.578568652
1098248,45,Standing,1578568653,42,0.805099,0.5907140000000001,0.05896000000000001,1970-01-01 00:00:01.578568653
1098249,46,Standing,1578568653,42,0.776794,0.6062770000000001,0.03392,1970-01-01 00:00:01.578568653
1098250,47,Standing,1578568653,42,0.792877,0.61853,-0.008621,1970-01-01 00:00:01.578568653
1098251,48,Standing,1578568653,42,0.784393,0.615631,0.01442,1970-01-01 00:00:01.578568653
1098252,49,Standing,1578568653,42,0.771988,0.61908,0.042831,1970-01-01 00:00:01.578568653
1098253,50,Standing,1578568653,42,0.804291,0.606888,0.041626,1970-01-01 00:00:01.578568653
1098254,51,Standing,1578568653,42,0.8076479999999999,0.584824,0.057709,1970-01-01 00:00:01.578568653
1098255,52,Standing,1578568653,42,0.793427,0.595078,0.030396,1970-01-01 00:00:01.578568653
1098256,53,Standing,1578568653,42,0.793762,0.6111300000000001,-0.006606999999999999,1970-01-01 00:00:01.578568653
1098257,54,Standing,1578568653,42,0.771774,0.618576,0.014175,1970-01-01 00:00:01.578568653
1098258,55,Standing,1578568654,42,0.81012,0.596176,0.019012,1970-01-01 00:00:01.578568654
